Gene	ERR1797969	ERR1797970	ERR1797971	ERR1797972	ERR1797973	ERR1797974
IBPFAHIO_01609	208	233	259	621	587	588
IBPFAHIO_01610	1472	1625	1453	711	699	572
IBPFAHIO_01611	74	90	79	58	48	48
IBPFAHIO_01612	2479	3055	2722	7457	7202	6456
IBPFAHIO_01613	1874	2151	1829	5112	5346	4619
IBPFAHIO_01614	6248	7123	6771	28756	29481	27412
IBPFAHIO_01615	469	529	548	467	459	409
IBPFAHIO_01616	3265	3693	3503	2702	2853	2575
IBPFAHIO_01617	747	910	835	612	672	646
IBPFAHIO_01618	406	499	449	132	179	159
IBPFAHIO_01619	3158	3425	3002	888	858	737
IBPFAHIO_01620	5625	6678	6269	8177	8092	7028
IBPFAHIO_01621	1374	1628	1501	5845	5054	4636
IBPFAHIO_01622	566	784	594	428	505	463
IBPFAHIO_01623	1150	1197	1089	651	703	699
IBPFAHIO_01624	18	20	23	32	34	37
IBPFAHIO_01625	30	27	35	48	47	51
IBPFAHIO_01626	141	177	178	161	151	124
IBPFAHIO_01627	622	682	657	456	486	412
IBPFAHIO_01628	254	237	234	146	148	139
IBPFAHIO_01629	1306	1517	1411	726	790	704
IBPFAHIO_01630	5712	6455	5775	12860	13151	11741
IBPFAHIO_01631	201	207	197	207	220	216
IBPFAHIO_01632	3573	3857	3913	3926	4063	3501
IBPFAHIO_01633	13200	14536	14482	8223	7779	6750
IBPFAHIO_01634	360	470	364	1873	1900	1875
IBPFAHIO_01635	9043	9268	9128	13184	13738	11695
IBPFAHIO_01636	0	4	1	3	6	3
IBPFAHIO_01637	85096	98323	102722	3305	3316	2911
IBPFAHIO_01638	148	225	165	62	82	73
IBPFAHIO_01639	456	763	694	761	1302	833
IBPFAHIO_01640	101	93	94	88	95	77
IBPFAHIO_01641	18	31	32	41	39	39
IBPFAHIO_01642	18	23	23	25	22	16
IBPFAHIO_01643	10	19	18	24	16	16
IBPFAHIO_01644	29	44	38	27	39	27
IBPFAHIO_01645	236	315	282	325	349	311
IBPFAHIO_01646	1293	1330	1390	508	459	415
IBPFAHIO_01647	869	859	1023	453	392	371
IBPFAHIO_01648	433	495	508	348	400	345
IBPFAHIO_01649	2	1	4	3	4	5
IBPFAHIO_01650	331	380	345	580	634	617
IBPFAHIO_01651	2402	2548	2460	5061	4953	4317
IBPFAHIO_01652	1055	1325	1003	3189	3049	2683
IBPFAHIO_01653	409	433	430	1638	1693	1551
IBPFAHIO_01654	396	497	480	2667	2452	2143
IBPFAHIO_01655	537	594	541	2259	2032	2024
IBPFAHIO_01656	632	743	742	893	955	937
IBPFAHIO_01657	323	411	369	538	610	507
IBPFAHIO_01658	16413	18565	18086	59370	59655	52975
IBPFAHIO_01659	2244	2689	2443	12195	12055	11452
IBPFAHIO_01660	3475	4173	4228	22052	22766	20099
IBPFAHIO_01661	51	55	61	95	92	89
IBPFAHIO_01662	78	88	93	164	146	151
IBPFAHIO_01663	8	8	10	10	17	11
IBPFAHIO_01664	469	555	516	449	513	472
IBPFAHIO_01665	990	1177	1028	82	70	105
IBPFAHIO_01666	818	914	737	356	316	245
IBPFAHIO_01667	1128	1215	1047	590	483	471
IBPFAHIO_01668	21856	24178	22132	16851	15790	13751
IBPFAHIO_01669	28	34	19	26	30	33
IBPFAHIO_01670	53	70	59	36	27	26
IBPFAHIO_01671	2038	2429	2033	3611	3724	3692
IBPFAHIO_01672	273	423	349	258	321	307
IBPFAHIO_01673	6673	7216	6794	3360	3570	3208
IBPFAHIO_01674	2712	2926	2592	1339	1316	1288
IBPFAHIO_01675	7398	7887	7685	2733	2635	2334
IBPFAHIO_01676	2484	2996	2732	8482	9019	8034
IBPFAHIO_01677	6059	6923	6607	7093	7284	6490
IBPFAHIO_01678	196	283	236	475	499	487
IBPFAHIO_01679	11	16	13	18	21	17
IBPFAHIO_01680	3	10	6	8	18	17
IBPFAHIO_01681	839	1006	926	1322	1490	1335
IBPFAHIO_01682	157	236	195	203	190	227
IBPFAHIO_01683	1530	1983	1644	2166	2133	1933
IBPFAHIO_01684	202	214	255	210	223	184
IBPFAHIO_01685	101	145	103	143	170	149
IBPFAHIO_01686	0	0	0	0	2	1
IBPFAHIO_01687	78	102	81	59	57	69
IBPFAHIO_01688	4	11	8	4	9	2
IBPFAHIO_01689	0	0	2	1	0	0
IBPFAHIO_01690	3	3	2	4	8	7
IBPFAHIO_01691	7	10	8	5	5	8
IBPFAHIO_01692	1	0	0	1	3	1
IBPFAHIO_01693	16	18	17	20	21	32
IBPFAHIO_01694	129	137	128	111	135	102
IBPFAHIO_01695	1032	1212	1068	1330	1397	1275
IBPFAHIO_01696	2123	2451	2179	1987	1952	1744
IBPFAHIO_01697	54	65	64	88	111	104
IBPFAHIO_01698	23	30	21	25	24	27
IBPFAHIO_01699	17	21	18	30	45	24
IBPFAHIO_01700	92	83	93	108	137	104
IBPFAHIO_01701	199	242	270	248	226	217
IBPFAHIO_01702	2009	2214	2021	2283	2339	2252
IBPFAHIO_01703	1544	1998	1851	866	1169	890
IBPFAHIO_01704	184	199	174	224	166	232
IBPFAHIO_01705	215	287	229	443	475	395
IBPFAHIO_01706	3777	4732	4136	4385	4819	3787
IBPFAHIO_01707	79	62	78	86	98	95
IBPFAHIO_01708	33	58	56	84	60	66
IBPFAHIO_01709	24	22	21	32	35	27
IBPFAHIO_01710	86	79	84	148	101	94
IBPFAHIO_01711	106	141	121	249	192	167
IBPFAHIO_01712	132	154	141	215	154	159
IBPFAHIO_01713	7	11	6	12	14	7
IBPFAHIO_01714	65	73	67	68	55	40
IBPFAHIO_01715	517	555	559	413	396	352
IBPFAHIO_01716	329	434	398	455	519	437
IBPFAHIO_01717	1749	2141	1967	1200	1233	1182
IBPFAHIO_01718	453	505	460	354	350	382
IBPFAHIO_01719	46	68	51	161	191	143
IBPFAHIO_01720	6	7	11	20	22	26
IBPFAHIO_01721	6	6	6	12	14	10
IBPFAHIO_01722	0	0	0	2	1	0
IBPFAHIO_01723	124	128	109	490	481	442
IBPFAHIO_01724	86	89	82	384	398	364
IBPFAHIO_01725	451	463	434	1595	1450	1264
IBPFAHIO_01726	77	113	96	62	55	59
IBPFAHIO_01727	129	118	111	94	89	73
IBPFAHIO_01728	519	631	574	1433	1594	1473
IBPFAHIO_01729	554	632	573	4324	4382	4316
IBPFAHIO_01730	172	154	199	237	255	246
IBPFAHIO_01731	144	233	182	665	649	452
IBPFAHIO_01732	1213	1390	1206	543	537	481
IBPFAHIO_01733	1833	2287	1941	882	952	794
IBPFAHIO_01734	1417	1518	1481	501	540	454
IBPFAHIO_01735	1035	1110	1131	322	299	253
IBPFAHIO_01736	314	335	333	216	236	194
IBPFAHIO_01737	96	109	65	52	44	33
IBPFAHIO_01738	13	13	13	13	7	14
IBPFAHIO_01739	1052	1192	1113	2243	2200	1826
IBPFAHIO_01740	627	759	727	693	662	687
IBPFAHIO_01741	72	82	68	52	74	65
IBPFAHIO_01742	118	111	134	121	155	121
IBPFAHIO_01743	60	79	72	100	99	87
IBPFAHIO_01744	361	443	423	335	317	296
IBPFAHIO_01745	2077	2386	2193	1413	1528	1374
IBPFAHIO_01746	978	974	882	588	477	517
IBPFAHIO_01747	397	413	345	284	237	260
IBPFAHIO_01748	1651	1897	1788	1023	947	826
IBPFAHIO_01749	1659	2010	1805	1117	1156	991
IBPFAHIO_01750	1698	1938	1776	1144	979	1036
IBPFAHIO_01751	409	512	554	652	829	570
IBPFAHIO_01752	1071	1190	1254	630	653	521
IBPFAHIO_01753	607	599	602	191	216	156
IBPFAHIO_01754	66	71	73	453	434	451
IBPFAHIO_01755	436	517	494	179	204	180
IBPFAHIO_01756	629	693	633	460	494	432
IBPFAHIO_01757	29	48	34	134	136	108
IBPFAHIO_01758	0	2	0	5	2	1
IBPFAHIO_01759	3	2	3	1	2	3
IBPFAHIO_01760	154	158	164	348	308	310
IBPFAHIO_01761	771	888	755	1465	1589	1394
IBPFAHIO_01762	6251	7605	7375	11207	11337	10528
IBPFAHIO_01763	306	351	343	10527	10805	9717
IBPFAHIO_01764	154	198	174	3574	3527	3467
IBPFAHIO_01765	34	48	40	395	387	337
IBPFAHIO_01766	29	41	20	360	293	267
IBPFAHIO_01767	643	715	732	2531	2730	2637
IBPFAHIO_01768	188	224	178	369	459	399
IBPFAHIO_01769	52	34	43	66	68	58
IBPFAHIO_01770	230	264	270	258	235	225
IBPFAHIO_01771	717	822	839	521	507	416
IBPFAHIO_01772	63	95	77	90	89	88
IBPFAHIO_01773	3542	4000	3731	2312	2536	2269
IBPFAHIO_01774	136	158	150	156	163	141
IBPFAHIO_01775	507	566	510	464	432	403
IBPFAHIO_01776	78	79	70	73	77	85
IBPFAHIO_01777	56	62	48	172	188	160
IBPFAHIO_01778	1083	1307	1220	404	461	439
IBPFAHIO_01779	196	299	281	763	803	736
IBPFAHIO_01780	77	108	83	1818	1798	1861
IBPFAHIO_01781	245	254	258	3125	3007	2883
IBPFAHIO_01782	80	81	75	99	101	102
IBPFAHIO_01783	37	64	61	77	96	81
IBPFAHIO_01784	122	122	124	154	189	172
IBPFAHIO_01785	215	208	213	305	328	314
IBPFAHIO_01786	144	147	140	193	199	171
IBPFAHIO_01787	2765	2978	2899	2734	2668	2421
IBPFAHIO_01788	326	401	353	279	252	273
IBPFAHIO_01789	1550	1830	1677	952	905	818
IBPFAHIO_01790	146	172	193	822	829	716
IBPFAHIO_01791	18	22	18	239	240	220
IBPFAHIO_01792	302	433	305	423	451	470
IBPFAHIO_01793	417	490	479	616	603	616
IBPFAHIO_01794	1063	1317	1233	1948	2135	1895
IBPFAHIO_01795	651	768	689	1355	1196	1115
IBPFAHIO_01796	1744	2135	1889	1150	1268	1086
IBPFAHIO_01797	131	148	125	1214	1160	1196
IBPFAHIO_01798	390	547	548	2685	2875	2666
IBPFAHIO_01799	1846	2397	2231	6985	6799	5943
IBPFAHIO_01800	253	292	284	614	645	587
IBPFAHIO_01801	14714	16542	15476	8673	8832	8131
IBPFAHIO_01802	122	140	187	23	30	19
IBPFAHIO_01803	499	515	625	34	56	44
IBPFAHIO_01804	2780	2902	3412	1288	1398	1083
IBPFAHIO_01805	636	766	707	1956	1955	1784
IBPFAHIO_01806	201	259	255	509	530	542
IBPFAHIO_01807	78	99	102	178	197	186
IBPFAHIO_01808	695	804	716	1108	1085	1004
IBPFAHIO_01809	609	717	645	5231	5202	4552
IBPFAHIO_01810	560	679	607	415	472	364
IBPFAHIO_01811	68	104	96	409	347	317
IBPFAHIO_01812	255	243	269	1095	761	849
IBPFAHIO_01813	489	551	543	1442	992	1221
IBPFAHIO_01814	203	209	214	433	289	324
IBPFAHIO_01815	2642	2741	2972	4930	3089	3705
IBPFAHIO_01816	248	221	269	849	567	674
IBPFAHIO_01817	779	946	839	4307	3955	3947
IBPFAHIO_01818	556	818	727	1123	1288	1075
IBPFAHIO_01819	2636	2929	2633	3141	3109	2802
IBPFAHIO_01820	2393	2626	2372	277	245	203
IBPFAHIO_01821	915	1082	1051	84	107	103
IBPFAHIO_01822	1624	1964	1671	155	168	153
IBPFAHIO_01823	3984	4504	4227	8932	9207	8312
IBPFAHIO_01824	2187	2280	2382	9224	10301	9201
IBPFAHIO_01825	1715	1957	1877	6729	8168	6932
IBPFAHIO_01826	3854	4804	4144	10445	11625	10378
IBPFAHIO_01827	5639	6557	6720	701	626	545
IBPFAHIO_01828	4393	4596	4720	610	564	510
IBPFAHIO_01829	2999	3146	3526	562	541	515
IBPFAHIO_01830	2325	2323	2428	448	454	394
IBPFAHIO_01831	2321	2441	2587	704	545	474
IBPFAHIO_01832	4069	4128	4384	957	877	793
IBPFAHIO_01833	6359	6332	6825	1681	1592	1303
IBPFAHIO_01834	3258	3406	3663	886	764	746
IBPFAHIO_01835	5148	5160	5571	1725	1538	1457
IBPFAHIO_01836	4657	5171	4883	3166	3286	2775
IBPFAHIO_01837	0	0	0	1	0	1
IBPFAHIO_01838	3	1	2	19	18	16
IBPFAHIO_01839	554	599	557	582	547	528
IBPFAHIO_01840	361	355	332	512	569	486
IBPFAHIO_01841	1288	1459	1394	1543	1584	1462
IBPFAHIO_01842	182	192	211	304	287	270
IBPFAHIO_01843	84	88	103	266	246	195
IBPFAHIO_01844	23	46	36	1638	1979	1545
IBPFAHIO_01845	238	243	237	276	278	237
IBPFAHIO_01846	366	389	385	634	670	642
IBPFAHIO_01847	60	91	92	197	180	168
IBPFAHIO_01848	3520	3579	3515	2274	2147	1947
IBPFAHIO_01849	2717	3339	3171	1902	1839	1843
IBPFAHIO_01850	585	710	589	927	860	815
IBPFAHIO_01851	574	688	628	738	751	653
IBPFAHIO_01852	1978	2518	2068	2793	2571	2122
IBPFAHIO_01853	2091	2198	2198	1878	1921	1679
IBPFAHIO_01854	5769	6277	5557	4133	4003	3581
IBPFAHIO_01855	3691	4857	4313	8493	9653	9902
IBPFAHIO_01856	873	942	1024	511	513	451
IBPFAHIO_01857	293	364	338	1364	1413	1292
IBPFAHIO_01858	53	81	74	427	327	401
IBPFAHIO_01859	717	816	765	759	712	572
IBPFAHIO_01860	2278	2624	2593	969	985	803
IBPFAHIO_01861	3190	3504	3540	1450	1540	1246
IBPFAHIO_01862	212	248	233	90	84	96
IBPFAHIO_01863	9556	10139	8341	1312	1221	1026
IBPFAHIO_01864	3475	3686	3208	246	205	180
IBPFAHIO_01865	2693	2811	2452	152	143	151
IBPFAHIO_01866	413	492	421	1260	1164	1179
IBPFAHIO_01867	306	357	309	247	242	201
IBPFAHIO_01868	312	295	328	81	54	67
IBPFAHIO_01869	17	21	10	31	23	23
IBPFAHIO_01870	310	387	346	830	857	666
IBPFAHIO_01871	273	328	286	466	475	423
IBPFAHIO_01872	14	32	33	22	31	21
IBPFAHIO_01873	34	48	39	43	67	60
IBPFAHIO_01874	1109	1060	1073	88	77	79
IBPFAHIO_01875	647	685	679	231	208	196
IBPFAHIO_01876	196	212	218	68	61	71
IBPFAHIO_01877	106	110	89	54	60	47
IBPFAHIO_01878	82	94	75	51	46	44
IBPFAHIO_01879	102	134	103	95	78	62
IBPFAHIO_01880	6	11	11	11	5	7
IBPFAHIO_01881	57	70	68	105	82	91
IBPFAHIO_01882	3	12	14	7	9	6
IBPFAHIO_01883	2	3	3	7	4	3
IBPFAHIO_01884	17	24	28	35	29	21
IBPFAHIO_01885	0	5	4	13	10	12
IBPFAHIO_01886	1785	2185	1968	2285	2596	2136
IBPFAHIO_01887	1747	2050	1751	2277	2286	1992
IBPFAHIO_01888	1587	1962	1748	9957	11207	10951
IBPFAHIO_01889	1082	1287	1289	8979	7130	6698
IBPFAHIO_01890	7314	7900	7395	4863	4863	4345
IBPFAHIO_01891	2950	3583	3291	2466	2641	2339
IBPFAHIO_01892	655	769	751	2283	1927	1603
IBPFAHIO_01893	197	249	221	567	555	506
IBPFAHIO_01894	1370	1409	1323	3116	2949	2669
IBPFAHIO_01895	1201	1272	1216	2159	1745	1576
IBPFAHIO_01896	93	77	96	157	159	168
IBPFAHIO_01897	5607	6576	6188	6869	7396	6716
IBPFAHIO_01898	2253	2552	2411	2171	1887	1734
IBPFAHIO_01899	7557	8357	7502	7853	6799	6615
IBPFAHIO_01900	899	1011	994	3075	3117	2826
IBPFAHIO_01901	964	1032	983	1852	2083	1822
IBPFAHIO_01902	487	492	458	424	408	367
IBPFAHIO_01903	725	728	760	290	302	251
IBPFAHIO_01904	5323	6652	6313	5920	6460	5830
IBPFAHIO_01905	2279	2723	2711	105	107	98
IBPFAHIO_01906	3044	3254	3491	127	116	111
IBPFAHIO_01907	560	673	632	143	162	141
IBPFAHIO_01908	774	970	845	987	970	807
IBPFAHIO_01909	1111	1110	988	1369	1276	1237
IBPFAHIO_01910	6892	7615	6956	6101	5781	5494
IBPFAHIO_01911	539	612	542	1944	1712	1757
IBPFAHIO_01912	1618	1758	1671	803	948	803
IBPFAHIO_01913	162	197	180	1238	1394	1278
IBPFAHIO_01914	60	78	63	138	188	162
IBPFAHIO_01915	1345	1496	1451	1199	1317	1231
IBPFAHIO_01916	3915	4043	4011	9395	8692	7332
IBPFAHIO_01917	492	528	495	1257	1045	1004
IBPFAHIO_01918	1399	1456	1298	2866	2681	2395
IBPFAHIO_01919	341	392	393	2061	2352	2163
IBPFAHIO_01920	653	673	653	2380	2183	1818
IBPFAHIO_01921	2360	2610	2344	3356	3072	2965
IBPFAHIO_01922	1504	1848	1566	1951	2074	1898
IBPFAHIO_01923	6706	7267	6484	4518	4306	3860
IBPFAHIO_01924	3541	3893	3441	2142	2071	1942
IBPFAHIO_01925	2000	2291	2168	1750	1772	1441
IBPFAHIO_01926	8603	10793	9178	6190	6029	5141
IBPFAHIO_01927	1461	1786	1615	837	962	857
IBPFAHIO_01928	332	382	293	401	442	415
IBPFAHIO_01929	61	75	66	145	150	124
IBPFAHIO_01930	303	315	349	499	528	459
IBPFAHIO_01931	266	277	313	345	337	331
IBPFAHIO_01932	3	2	3	11	6	10
IBPFAHIO_01933	21	35	16	68	76	57
IBPFAHIO_01934	5	8	7	21	25	19
IBPFAHIO_01935	9	16	18	66	67	73
IBPFAHIO_01936	1154	1326	1120	2107	2230	1933
IBPFAHIO_01937	1514	1771	1458	2229	2134	2025
IBPFAHIO_01938	1216	1480	1371	1642	1845	1630
IBPFAHIO_01939	6203	6580	6015	6133	6207	5501
IBPFAHIO_01940	0	2	2	0	3	1
IBPFAHIO_01941	223	230	218	287	288	290
IBPFAHIO_01942	61	60	55	92	91	98
IBPFAHIO_01943	29	26	25	47	65	52
IBPFAHIO_01944	120	157	99	119	129	105
IBPFAHIO_01945	1939	2357	2044	14409	15807	13954
IBPFAHIO_01946	236	254	220	96	120	104
IBPFAHIO_01947	2025	2329	1945	1359	1218	1029
IBPFAHIO_01948	120	130	124	107	101	78
IBPFAHIO_01949	29	33	33	6	22	11
IBPFAHIO_01950	22	42	33	17	25	19
IBPFAHIO_01951	125	142	150	115	139	114
IBPFAHIO_01952	379	410	423	338	410	379
IBPFAHIO_01953	99	132	122	267	220	277
IBPFAHIO_01954	22	25	27	31	50	42
IBPFAHIO_01955	810	934	857	523	559	524
IBPFAHIO_01956	2749	3054	2780	1329	1449	1358
IBPFAHIO_01957	3067	3400	3724	966	1071	765
IBPFAHIO_01958	1	1	3	2	1	1
IBPFAHIO_01959	245	275	279	156	139	118
IBPFAHIO_01960	257	327	306	372	335	298
IBPFAHIO_01961	753	1029	890	508	577	483
IBPFAHIO_01962	936	1139	1009	629	561	507
IBPFAHIO_01963	350	363	350	134	150	128
IBPFAHIO_01964	88	121	122	3968	3650	3730
IBPFAHIO_01965	232	269	256	5348	5344	4862
IBPFAHIO_01966	409	469	408	6840	6385	5937
IBPFAHIO_01967	527	586	490	698	783	696
IBPFAHIO_01968	1235	1466	1167	1453	1446	1413
IBPFAHIO_01969	260	232	260	633	622	622
IBPFAHIO_01970	291	329	300	692	719	668
IBPFAHIO_01971	263	335	265	1107	1054	1046
IBPFAHIO_01972	1024	1203	1124	1614	1840	1609
IBPFAHIO_01973	98	131	111	92	87	89
IBPFAHIO_01974	4591	5001	4556	1012	924	858
IBPFAHIO_01975	601	704	760	3944	3770	3512
IBPFAHIO_01976	1405	1561	1491	5930	5212	4793
IBPFAHIO_01977	757	880	851	1547	1427	1379
IBPFAHIO_01978	43	54	45	113	88	95
IBPFAHIO_01979	23	28	20	45	42	33
IBPFAHIO_01980	76	72	60	123	133	142
IBPFAHIO_01981	91	102	102	125	164	118
IBPFAHIO_01982	1755	2150	1873	1707	1755	1526
IBPFAHIO_01983	3053	3374	2996	663	693	649
IBPFAHIO_01984	2265	2905	2553	189	152	150
IBPFAHIO_01985	1988	2107	2047	635	648	515
IBPFAHIO_01986	3542	4548	3799	4959	5003	4228
IBPFAHIO_01987	787	926	846	587	555	474
IBPFAHIO_01988	2291	2512	2543	815	775	721
IBPFAHIO_01989	1256	1339	1229	1197	1194	1117
IBPFAHIO_01990	77	90	88	98	97	92
IBPFAHIO_01991	170	187	190	301	261	265
IBPFAHIO_01992	540	607	595	864	695	639
IBPFAHIO_01993	611	705	634	1602	1363	1267
IBPFAHIO_01994	3640	4015	3745	4955	4703	4085
IBPFAHIO_01995	885	1080	956	1015	1071	933
IBPFAHIO_01996	1353	1710	1531	1685	1920	1721
IBPFAHIO_01997	79	99	82	181	242	194
IBPFAHIO_01998	1368	1610	1517	4426	4243	3732
IBPFAHIO_01999	2481	2857	2624	4822	4566	4179
IBPFAHIO_02000	1612	1815	1736	2607	2819	2659
IBPFAHIO_02001	311	323	338	1723	1730	1549
IBPFAHIO_02002	506	605	549	2561	2499	2350
IBPFAHIO_02003	172	197	164	546	539	465
IBPFAHIO_02004	515	566	507	1342	1129	1098
IBPFAHIO_02005	834	953	975	1493	1693	1400
IBPFAHIO_02006	3599	3991	3703	5276	4992	4493
IBPFAHIO_02007	640	733	622	529	536	494
IBPFAHIO_02008	2635	3107	2842	2718	2612	2404
IBPFAHIO_02009	433	512	465	551	580	563
IBPFAHIO_02010	1846	2046	1896	7127	7342	6576
IBPFAHIO_02011	314	394	383	539	417	331
IBPFAHIO_02012	856	984	864	779	618	577
IBPFAHIO_02013	1088	1269	1119	685	690	659
IBPFAHIO_02014	1215	1380	1232	1041	978	993
IBPFAHIO_02015	1046	1236	1018	630	625	573
IBPFAHIO_02016	2106	2368	2152	6613	6040	5325
IBPFAHIO_02017	60	45	65	38	35	28
IBPFAHIO_02018	105	122	119	112	158	114
IBPFAHIO_02019	1794	1899	1759	800	850	726
IBPFAHIO_02020	346	415	373	438	443	395
IBPFAHIO_02021	658	796	933	989	896	790
IBPFAHIO_02022	2890	3275	3036	1894	1872	1840
IBPFAHIO_02023	1295	1448	1316	1001	910	858
IBPFAHIO_02024	542	615	521	460	496	427
IBPFAHIO_02025	716	863	827	766	697	689
IBPFAHIO_02026	1220	1493	1295	1248	1215	1004
IBPFAHIO_02027	969	1192	1048	799	856	765
IBPFAHIO_02028	107	126	94	628	560	540
IBPFAHIO_02029	660	734	635	1544	1168	1080
IBPFAHIO_02030	435	491	450	732	614	610
IBPFAHIO_02031	546	665	599	1068	895	847
IBPFAHIO_02032	1227	1687	1444	2408	2184	1965
IBPFAHIO_02033	3184	3695	3315	8521	9057	7801
IBPFAHIO_02034	4542	4496	4770	181	161	138
IBPFAHIO_02035	1507	1648	1707	81	70	55
IBPFAHIO_02036	1401	1631	1792	133	152	108
IBPFAHIO_02037	268	281	317	136	128	115
IBPFAHIO_02038	123	134	123	291	312	277
IBPFAHIO_02039	63	83	59	256	231	234
IBPFAHIO_02040	53	81	68	263	227	177
IBPFAHIO_02041	261	281	280	439	571	522
IBPFAHIO_02042	10	17	5	67	76	68
IBPFAHIO_02043	54	61	71	178	209	172
IBPFAHIO_02044	17	21	16	37	41	49
IBPFAHIO_02045	332	407	338	560	522	479
IBPFAHIO_02046	828	1016	906	1831	1857	1705
IBPFAHIO_02047	1	2	2	4	3	5
IBPFAHIO_02048	6653	7656	8939	8984	8974	8103
IBPFAHIO_02049	38010	43671	47064	39846	40061	36832
IBPFAHIO_02050	220	284	257	359	354	360
IBPFAHIO_02051	1238	1391	1308	7893	7555	6917
IBPFAHIO_02052	33945	44015	37238	200965	220962	192351
IBPFAHIO_02053	3757	4128	4146	5933	5328	4414
IBPFAHIO_02054	1921	2160	2083	2972	2725	2324
IBPFAHIO_02055	5130	6063	5580	24373	30583	27103
IBPFAHIO_02056	17	13	15	10	15	7
IBPFAHIO_02057	31	45	28	31	23	19
IBPFAHIO_02058	53	73	72	32	36	41
IBPFAHIO_02059	131	146	162	82	72	70
IBPFAHIO_02060	2327	3022	2524	500	452	382
IBPFAHIO_02061	88	114	89	390	522	369
IBPFAHIO_02062	2	1	4	45	56	35
IBPFAHIO_02063	281	359	338	657	676	608
IBPFAHIO_02064	6362	7003	6296	2811	2871	2572
IBPFAHIO_02065	5329	6110	5848	2396	2221	1964
IBPFAHIO_02066	8157	9680	8695	2864	3038	2713
IBPFAHIO_02067	4260	4609	4327	8346	8167	7735
IBPFAHIO_02068	727	917	854	1288	1478	1315
IBPFAHIO_02069	2948	3215	2859	4733	4590	4234
IBPFAHIO_02070	3919	4227	3998	5621	5581	5010
IBPFAHIO_02071	1689	1991	1671	1508	1518	1560
IBPFAHIO_02072	1655	1823	1713	3395	3516	3379
IBPFAHIO_02073	4786	6202	5410	5661	5508	5373
IBPFAHIO_02074	928	1048	923	793	863	951
IBPFAHIO_02075	521	629	581	1315	1410	1252
IBPFAHIO_02076	1895	2130	1970	1119	1083	932
IBPFAHIO_02077	523	606	699	1539	1396	1364
IBPFAHIO_02078	5510	6041	6332	8617	8049	7579
IBPFAHIO_02079	1042	1206	1106	623	555	572
IBPFAHIO_02080	4883	5524	4970	2788	2767	2682
IBPFAHIO_02081	456	572	522	2587	3103	2583
IBPFAHIO_02082	856	1197	944	3177	3199	3039
IBPFAHIO_02083	327	412	329	1271	1512	1156
IBPFAHIO_02084	795	1045	784	2003	1995	1926
IBPFAHIO_02085	431	520	451	1248	1159	966
IBPFAHIO_02086	4111	4855	4331	3442	3485	3163
IBPFAHIO_02087	3339	4050	3530	2496	2192	2109
IBPFAHIO_02088	2650	2913	2513	2273	2291	2183
IBPFAHIO_02089	5376	5924	5319	4155	3995	3749
IBPFAHIO_02090	494	541	519	1675	1856	1640
IBPFAHIO_02091	64	74	62	187	229	198
IBPFAHIO_02092	886	1079	948	2603	2754	2596
IBPFAHIO_02094	49	60	50	191	214	208
IBPFAHIO_02095	512	562	614	5224	5195	4391
IBPFAHIO_02096	469	527	437	337	358	343
IBPFAHIO_02097	10269	11482	10544	64451	72431	61041
IBPFAHIO_02098	4308	4564	4344	21938	24243	21084
IBPFAHIO_02099	16457	17548	15774	70037	63769	57341
IBPFAHIO_02100	10375	11930	11456	7685	8057	7142
IBPFAHIO_02101	11015	11695	10528	5305	5355	4883
IBPFAHIO_02102	32078	34064	31679	12589	13063	11109
IBPFAHIO_02103	7396	8435	8007	5445	5215	4995
IBPFAHIO_02104	6072	7548	6612	5492	5359	5440
IBPFAHIO_02105	630	709	633	398	400	440
IBPFAHIO_02106	549	587	592	836	735	707
IBPFAHIO_02107	9371	10589	9935	6536	6534	5594
IBPFAHIO_02108	17417	19009	18639	10363	11461	9550
IBPFAHIO_02109	4392	5993	5286	3260	3930	3564
IBPFAHIO_02110	2594	3002	2808	1810	1726	1657
IBPFAHIO_02111	4089	4432	4086	2695	2675	2552
IBPFAHIO_02112	400	404	341	371	374	393
IBPFAHIO_02113	2069	2399	2085	1909	1882	1804
IBPFAHIO_02114	2583	2893	2525	2280	2413	2185
IBPFAHIO_02115	1628	1834	1428	1697	1617	1520
IBPFAHIO_02116	9989	11372	10289	8894	8822	7920
IBPFAHIO_02117	103	120	111	85	66	72
IBPFAHIO_02118	883	997	1004	512	586	494
IBPFAHIO_02119	81	114	110	122	115	124
IBPFAHIO_02120	3514	4344	3749	3729	3309	3071
IBPFAHIO_02121	7542	9078	9223	7133	6906	6043
IBPFAHIO_02122	1595	1843	1708	941	1129	1017
IBPFAHIO_02123	6191	6903	6654	14259	12742	11052
IBPFAHIO_02124	2332	2781	2419	5147	5037	4532
IBPFAHIO_02125	1562	1863	1552	4276	4327	3841
IBPFAHIO_02126	1900	2164	1900	3742	3231	3055
IBPFAHIO_02127	4842	5638	4788	7601	8033	7534
IBPFAHIO_02128	14078	16913	15276	29201	27610	24420
IBPFAHIO_02129	14708	16248	15128	21037	18934	18304
IBPFAHIO_02130	5327	5883	5505	4533	4141	4015
IBPFAHIO_02131	11206	13048	11860	9847	9867	8295
IBPFAHIO_02132	16686	19406	18156	15804	15313	13138
IBPFAHIO_02133	18158	19008	16735	18441	18875	15680
IBPFAHIO_02134	2369	2891	2580	13826	14028	12968
IBPFAHIO_02135	2806	3294	3077	6278	6287	5749
